name,use_manifold,mixed_noise,tangent_fraction,normal_fraction,num_timesteps,num_epochs,batch_size,lr,num_eval_samples,max_true_eval,max_gen_eval,u_range,v_range,grid_n_u,grid_n_v,seed,device,chamfer_mean,swiss_dist_mean,chamfer_std,swiss_dist_std
embed_dim_3_tangent_ratio_2.00_epochs28,True,True,10.0,5.0,1000,28,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,4.732536315917969,3.936936616897583,0.0,0.0
embed_dim_3_baseline_full_normal_epochs29,True,True,0.0,1.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,48406.05859375,48381.984375,0.0,0.0
embed_dim_3_baseline_full_tangent_epochs29,True,True,1.0,0.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,7.229487895965576,6.202779769897461,0.0,0.0
embed_dim_3_tangent_ratio_0.20_epochs29,True,True,1.0,5.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,48.09048080444336,46.30645751953125,0.0,0.0
embed_dim_3_tangent_ratio_0.40_epochs29,True,True,2.0,5.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,1.3409901857376099,0.8114063739776611,0.0,0.0
embed_dim_3_tangent_ratio_0.60_epochs29,True,True,3.0,5.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,0.480528861284256,0.12642744183540344,0.0,0.0
embed_dim_3_tangent_ratio_0.80_epochs29,True,True,4.0,5.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,0.7121201753616333,0.2886459231376648,0.0,0.0
embed_dim_3_tangent_ratio_1.00_epochs29,True,True,5.0,5.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,0.6557725667953491,0.2568826377391815,0.0,0.0
embed_dim_3_tangent_ratio_1.20_epochs29,True,True,6.0,5.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,2.7026615142822266,2.0713884830474854,0.0,0.0
embed_dim_3_tangent_ratio_1.40_epochs29,True,True,7.0,5.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,4.159383773803711,3.422459125518799,0.0,0.0
embed_dim_3_tangent_ratio_1.60_epochs29,True,True,8.0,5.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,4.042973518371582,3.323958396911621,0.0,0.0
embed_dim_3_tangent_ratio_1.80_epochs29,True,True,9.0,5.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,4.878554344177246,4.104184627532959,0.0,0.0
embed_dim_3_tangent_ratio_2.00_epochs29,True,True,10.0,5.0,1000,29,128,0.001,2000,2000,2000,"(4.71238898038469, 14.137166941154069)","(0.0, 10.0)",200,50,0,,4.596518516540527,3.729597568511963,0.0,0.0
